date,symbol,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2015-12-16,RELIANCE,489.325012,493.774994,486.75,487.950012,5530496.0,468.583435,0,0,0,5530496.0,0,0
2015-12-17,RELIANCE,504.850006,507.5,489.0,490.024994,8854870.0,483.450378,0,0,0,8854870.0,0,0
2015-12-18,RELIANCE,495.950012,504.5,495.0,501.899994,7322040.0,474.927643,0,0,0,7322040.0,0,0
2015-12-21,RELIANCE,496.049988,499.5,492.174988,493.950012,5637670.0,475.023376,0,0,0,5637670.0,0,0
2015-12-22,RELIANCE,493.649994,501.299988,492.0,496.399994,5293656.0,472.725128,0,0,0,5293656.0,0,0
2015-12-23,RELIANCE,501.899994,503.450012,495.0,495.899994,5906346.0,480.625427,0,0,0,5906346.0,0,0
2015-12-24,RELIANCE,500.274994,503.600006,498.149994,501.950012,5441138.0,479.069305,0,0,0,5441138.0,0,0
2015-12-28,RELIANCE,505.200012,506.875,500.0,500.299988,5891016.0,483.785553,0,0,0,5891016.0,0,0
2015-12-29,RELIANCE,507.700012,509.350006,503.575012,505.200012,6818120.0,486.179596,0,0,0,6818120.0,0,0
2015-12-30,RELIANCE,502.25,508.0,501.0,507.5,3726642.0,480.960602,0,0,0,3726642.0,0,0
2015-12-31,RELIANCE,507.299988,509.850006,499.549988,501.700012,8450132.0,485.796509,0,0,0,8450132.0,0,0
2016-01-01,RELIANCE,507.674988,509.450012,504.100006,504.899994,2476270.0,486.15564,0,0,0,2476270.0,0,0
2016-01-04,RELIANCE,497.649994,506.899994,493.350006,502.5,13793142.0,476.555573,0,0,0,13793142.0,0,0
2016-01-05,RELIANCE,502.575012,505.0,498.5,500.149994,6832918.0,481.27179,0,0,0,6832918.0,0,0
2016-01-06,RELIANCE,516.099976,519.200012,500.200012,503.799988,12233710.0,494.223511,0,0,0,12233710.0,0,0
2016-01-07,RELIANCE,506.625,514.0,504.024994,510.524994,9024438.0,485.150116,0,0,0,9024438.0,0,0
2016-01-08,RELIANCE,512.875,516.450012,508.350006,510.0,9743678.0,491.135223,0,0,0,9743678.0,0,0
2016-01-11,RELIANCE,525.799988,530.400024,505.5,507.975006,13265342.0,503.512329,0,0,0,13265342.0,0,0
2016-01-12,RELIANCE,522.724976,532.700012,520.549988,527.5,10685522.0,500.567719,0,0,0,10685522.0,0,0
2016-01-13,RELIANCE,538.424988,544.875,523.599976,526.549988,32825622.0,515.602234,0,0,0,32825622.0,0,0
2016-01-14,RELIANCE,530.825012,540.5,526.525024,531.924988,12719826.0,508.324341,0,0,0,12719826.0,0,0
2016-01-15,RELIANCE,536.650024,544.75,532.799988,534.875,13151450.0,513.902466,0,0,0,13151450.0,0,0
2016-01-18,RELIANCE,508.424988,541.974976,504.049988,537.5,12459918.0,486.87381,0,0,0,12459918.0,0,0
2016-01-19,RELIANCE,521.799988,524.900024,507.049988,514.5,9824192.0,499.681915,0,0,0,9824192.0,0,0
2016-01-20,RELIANCE,502.274994,517.450012,495.0,517.450012,20624706.0,480.984528,0,0,0,20624706.0,0,0
2016-01-21,RELIANCE,492.100006,512.875,488.350006,508.774994,14523544.0,471.240845,0,0,0,14523544.0,0,0
2016-01-22,RELIANCE,502.075012,505.5,497.024994,497.024994,10826910.0,480.79303,0,0,0,10826910.0,0,0
2016-01-25,RELIANCE,501.975006,509.375,500.0,505.0,5988680.0,480.697266,0,0,0,5988680.0,0,0
2016-01-27,RELIANCE,499.674988,505.0,498.475006,504.049988,7886590.0,478.494751,0,0,0,7886590.0,0,0
2016-01-28,RELIANCE,508.450012,510.899994,498.549988,500.5,10548946.0,486.897797,0,0,0,10548946.0,0,0
2016-01-29,RELIANCE,517.700012,520.0,509.0,509.475006,8767154.0,495.755707,0,0,0,8767154.0,0,0
2016-02-01,RELIANCE,515.150024,520.900024,512.775024,519.974976,4534546.0,493.313812,0,0,0,4534546.0,0,0
2016-02-02,RELIANCE,500.575012,516.400024,495.25,515.150024,6752932.0,479.356567,0,0,0,6752932.0,0,0
2016-02-03,RELIANCE,490.700012,497.0,487.5,494.0,7173616.0,469.900208,0,0,0,7173616.0,0,0
2016-02-04,RELIANCE,486.524994,500.5,482.850006,494.0,8322158.0,465.902161,0,0,0,8322158.0,0,0
2016-02-05,RELIANCE,485.450012,491.0,480.700012,489.549988,9599764.0,464.872711,0,0,0,9599764.0,0,0
2016-02-08,RELIANCE,480.524994,492.399994,478.975006,485.549988,5521706.0,460.156433,0,0,0,5521706.0,0,0
2016-02-09,RELIANCE,478.75,484.399994,475.0,476.450012,8962058.0,458.456726,0,0,0,8962058.0,0,0
2016-02-10,RELIANCE,481.325012,486.5,474.325012,475.850006,7718500.0,460.922607,0,0,0,7718500.0,0,0
2016-02-11,RELIANCE,462.274994,482.975006,457.75,481.424988,7824326.0,442.680023,0,0,0,7824326.0,0,0
2016-02-12,RELIANCE,453.274994,466.950012,444.049988,466.950012,13403870.0,434.061554,0,0,0,13403870.0,0,0
2016-02-15,RELIANCE,473.375,475.674988,459.0,459.0,8815778.0,453.309509,0,0,0,8815778.0,0,0
2016-02-16,RELIANCE,465.274994,479.0,463.5,475.549988,5954526.0,445.552887,0,0,0,5954526.0,0,0
2016-02-17,RELIANCE,476.299988,478.725006,458.200012,467.549988,7059664.0,456.110535,0,0,0,7059664.0,0,0
2016-02-18,RELIANCE,470.049988,484.350006,468.0,481.475006,6598322.0,450.125458,0,0,0,6598322.0,0,0
2016-02-19,RELIANCE,472.174988,476.375,468.674988,470.0,4679328.0,452.160431,0,0,0,4679328.0,0,0
2016-02-22,RELIANCE,481.149994,484.149994,472.049988,472.049988,5838396.0,460.755005,0,0,0,5838396.0,0,0
2016-02-23,RELIANCE,474.825012,483.600006,471.375,481.549988,8681492.0,454.69812,0,0,0,8681492.0,0,0
2016-02-24,RELIANCE,476.325012,479.274994,471.0,472.450012,6942622.0,456.134521,0,0,0,6942622.0,0,0
2016-02-25,RELIANCE,472.049988,478.274994,470.424988,477.100006,11350050.0,452.04071,0,0,0,11350050.0,0,0
2016-02-26,RELIANCE,475.174988,479.375,472.149994,476.5,3817066.0,455.033234,0,0,0,3817066.0,0,0
2016-02-29,RELIANCE,483.325012,497.299988,467.5,475.649994,14186948.0,462.837799,0,0,0,14186948.0,0,0
2016-03-01,RELIANCE,490.649994,492.524994,482.325012,482.350006,7521846.0,469.852295,0,0,0,7521846.0,0,0
2016-03-02,RELIANCE,500.75,502.875,493.625,496.450012,9191772.0,479.52417,0,0,0,9191772.0,0,0
2016-03-03,RELIANCE,506.424988,509.0,498.75,505.0,7260012.0,484.958618,0,0,0,7260012.0,0,0
2016-03-04,RELIANCE,503.200012,507.5,501.75,507.0,4108856.0,481.870361,0,0,0,4108856.0,0,0
2016-03-08,RELIANCE,513.5,515.450012,503.75,503.75,6045108.0,491.733734,0,0,0,6045108.0,0,0
2016-03-09,RELIANCE,520.849976,521.950012,509.299988,510.0,5419662.0,498.772247,0,0,0,5419662.0,0,0
2016-03-10,RELIANCE,505.875,522.950012,504.5,521.025024,9466248.0,484.431915,0,0,0,9466248.0,0,0
2016-03-11,RELIANCE,507.25,514.775024,505.299988,507.450012,7003352.0,485.748657,0,0,0,7003352.0,0,0
2016-03-14,RELIANCE,509.875,513.200012,506.475006,509.549988,5431180.0,488.26236,0,0,0,5431180.0,0,0
2016-03-15,RELIANCE,510.25,513.924988,507.549988,512.0,4794664.0,488.621521,0,0,0,4794664.0,0,0
2016-03-16,RELIANCE,510.875,512.900024,502.725006,510.5,5058148.0,489.220001,0,0,0,5058148.0,0,0
