Date,Open,High,Low,Close,Volume
2015-01-01 00:00:00+05:30,186.31740620650137,187.51565033919763,185.7603127762312,186.65374755859375,2963643
2015-01-02 00:00:00+05:30,186.69575645217984,188.36700837477434,185.89693185254347,186.15969848632812,7331366
2015-01-05 00:00:00+05:30,186.0441291142886,187.2844300441925,183.7527333124985,184.12062072753906,10103941
2015-01-06 00:00:00+05:30,182.89078435708433,183.52143826624575,174.90244069834242,175.76434326171875,18627980
2015-01-07 00:00:00+05:30,175.97461014066153,180.5363659004548,175.95358880672885,179.5903778076172,20720312
2015-01-08 00:00:00+05:30,180.8096312488222,181.39825662576163,176.61576314395555,177.0151824951172,19872227
2015-01-09 00:00:00+05:30,178.35007568617937,181.20906127745525,177.63533630482695,180.8516845703125,13392787
2015-01-12 00:00:00+05:30,180.89374268666754,180.99884935637542,176.92059830824434,178.74949645996094,10100113
2015-01-13 00:00:00+05:30,179.31710241074754,179.7270324918931,176.689365270363,177.24644470214844,9948711
2015-01-14 00:00:00+05:30,177.21490358712512,178.0557850419889,174.7343159249172,175.52264404296875,11380041
2015-01-15 00:00:00+05:30,176.58423891802738,183.12205605336715,176.58423891802738,181.6820526123047,16927085
2015-01-16 00:00:00+05:30,180.78863435135997,183.94193288883847,179.11739608987963,182.82777404785156,19136963
2015-01-19 00:00:00+05:30,182.9328614776567,186.25431631577433,180.52584866527357,184.91943359375,13339962
2015-01-20 00:00:00+05:30,185.30836829938627,190.36413996518962,184.75127482638138,189.83859252929688,13361320
2015-01-21 00:00:00+05:30,190.2484902059905,191.5938835542326,187.52614344483604,190.61636352539062,17084297
2015-01-22 00:00:00+05:30,190.28003327377283,190.71098464878597,184.88790680206807,185.78134155273438,23721627
2015-01-23 00:00:00+05:30,187.09520259985365,188.73490872861382,184.36235905192007,186.4435272216797,18080494
2015-01-27 00:00:00+05:30,187.7048125779594,188.50365122834245,185.09809734802565,186.89547729492188,17939876
2015-01-28 00:00:00+05:30,186.27533721808362,191.25754752960148,186.27533721808362,190.63739013671875,19298126
2015-01-29 00:00:00+05:30,190.68994059062405,196.4499541735259,190.6478979250203,195.37783813476562,36117653
2015-01-30 00:00:00+05:30,195.50399044889164,195.76677117453286,191.0893837150061,192.40325927734375,21746801
2015-02-02 00:00:00+05:30,192.57141247571832,193.3807618816376,190.39564832592092,190.88966369628906,19302710
2015-02-03 00:00:00+05:30,191.97230907535663,197.7848767497914,191.97230907535663,197.10166931152344,17092333
2015-02-04 00:00:00+05:30,197.41699323790908,198.4050240940523,194.64210672608348,195.25173950195312,14072894
2015-02-05 00:00:00+05:30,196.76529007116682,197.58513609117497,192.89725253534968,194.17959594726562,12365643
2015-02-06 00:00:00+05:30,194.26367788483566,195.50396457614318,189.8280504025389,191.278564453125,9045844
2015-02-09 00:00:00+05:30,189.4496654679285,192.98134782501353,187.51564660022638,188.50367736816406,8839692
2015-02-10 00:00:00+05:30,188.77697927932664,190.14339413707916,181.06192471204963,185.41346740722656,13651008
2015-02-11 00:00:00+05:30,186.2543093661322,190.19593548442717,185.62365536169517,189.34454345703125,9781008
2015-02-12 00:00:00+05:30,190.87915005416983,192.12994744425754,186.5170971228825,191.1208953857422,8709626
2015-02-13 00:00:00+05:30,192.14046122282454,193.56995400102932,191.0998771476852,192.87623596191406,7393680
2015-02-16 00:00:00+05:30,193.12848688160884,194.28470229361676,189.19738535323353,189.7860107421875,12266698
2015-02-18 00:00:00+05:30,189.19739969388317,190.8791625904832,188.02017689261007,189.5442657470703,9835036
2015-02-19 00:00:00+05:30,190.65839974135778,190.79505243115918,186.58014910364133,189.62832641601562,9550637
2015-02-20 00:00:00+05:30,188.19886300595954,188.3565370520953,183.1641129217099,183.54251098632812,18717199
2015-02-23 00:00:00+05:30,182.8803313659851,184.3098243017075,178.07681579787592,178.99127197265625,14104463
2015-02-24 00:00:00+05:30,179.57986830312902,180.11592635481597,175.95358994573294,176.88905334472656,19946218
2015-02-25 00:00:00+05:30,178.43419227397376,180.0528772298159,176.8049826172943,177.24644470214844,15274116
2015-02-26 00:00:00+05:30,177.866573176696,178.68643327000888,175.86949031143973,177.0046844482422,21459750
