date,open,high,low,close,adj close,volume,open_predicted,close_predicted
2020-01-08,1515.0,1534.449951,1510.0,1513.150024,1507.489624,7336561.0,0.6490195131050946,0.6848117936441673
2020-01-09,1538.599976,1550.0,1531.25,1548.0,1542.209229,6849606.0,0.9292720604441967,0.3900520485950216
2020-01-10,1551.900024,1557.949951,1539.650024,1547.650024,1541.860596,5704686.0,0.3131328565799959,0.6931124181342834
2020-01-13,1545.050049,1558.699951,1538.400024,1543.699951,1537.925293,8358090.0,0.9127800146365366,0.544552224041723
2020-01-14,1540.0,1550.0,1521.849976,1529.400024,1523.678833,7230788.0,0.9776818638883737,0.3943535532527471
2020-01-15,1535.849976,1539.900024,1518.25,1523.849976,1518.149536,7231393.0,0.5139831220091946,0.4888961803023224
2020-01-16,1529.0,1543.349976,1528.0,1537.900024,1532.147095,5873662.0,0.9814273537642453,0.9756590349883005
2020-01-17,1553.5,1584.949951,1553.199951,1581.0,1575.085815,13469708.0,0.24198951526760892,0.059317642910608925
2020-01-20,1609.0,1609.0,1526.400024,1532.349976,1526.617798,14878868.0,0.9350489595499726,0.7643575786196671
2020-01-21,1528.599976,1545.849976,1522.0,1533.900024,1528.161987,8650831.0,0.7632182178162777,0.5852473797640582
2020-01-22,1544.0,1546.75,1531.099976,1533.349976,1527.614014,4719245.0,0.119933723320098,0.5996694761779525
2020-01-23,1536.5,1541.949951,1520.699951,1526.849976,1521.138306,5142088.0,0.9321108463638377,0.14446990581071206
2020-01-24,1527.0,1536.349976,1518.550049,1521.550049,1515.858276,6687633.0,0.37447188148811317,0.48264282563833927
2020-01-27,1514.900024,1524.449951,1505.0,1506.550049,1500.914307,6120429.0,0.8788766229325432,0.5012618593498118
2020-01-28,1508.599976,1510.0,1463.599976,1471.75,1466.244507,11215313.0,0.7958609262593801,0.8930632357660832
2020-01-29,1474.050049,1494.400024,1464.050049,1479.849976,1474.314209,11313297.0,0.9757733489875806,0.03889441299799923
2020-01-30,1479.0,1479.699951,1440.0,1443.75,1438.349243,10241756.0,0.187369456877579,0.6904374881231975
2020-01-31,1453.0,1453.25,1407.199951,1411.650024,1406.369385,15886673.0,0.28865423354351927,0.5989704826867717
2020-02-03,1369.900024,1399.949951,1363.050049,1385.5,1380.317139,14040626.0,0.7860046218587889,0.308743038790124
2020-02-04,1400.0,1432.5,1397.800049,1426.400024,1421.064209,11604666.0,0.08327351798300198,0.4218014305683233
2020-02-05,1434.900024,1452.800049,1430.300049,1448.5,1443.081421,8444823.0,0.8005214164103851,0.2378738849782559
2020-02-06,1454.099976,1467.0,1440.099976,1457.800049,1452.34668,7103715.0,0.8505455425516534,0.6062650396386126
2020-02-07,1451.0,1452.349976,1428.300049,1433.650024,1428.286987,5581641.0,0.30091380939438606,0.9405164859326234
2020-02-10,1428.0,1445.5,1410.449951,1435.599976,1430.229736,6922631.0,0.031086336504058454,0.02448076541104105
2020-02-11,1447.400024,1466.199951,1445.050049,1452.75,1447.315552,6400245.0,0.8090119893035653,0.7760938188286968
2020-02-12,1456.150024,1474.849976,1455.0,1470.300049,1464.799927,6187091.0,0.2537764768116847,0.48163195737623454
2020-02-13,1477.75,1477.75,1462.599976,1474.150024,1468.635498,6201763.0,0.11592664051176682,0.27536964556542487
2020-02-14,1477.25,1501.449951,1453.099976,1487.599976,1482.035156,9704655.0,0.6002898481124902,0.9233707130131044
2020-02-17,1489.0,1506.150024,1474.300049,1478.25,1472.720215,6011340.0,0.5402993640710565,0.4494930926974733
2020-02-18,1475.900024,1475.900024,1457.400024,1467.400024,1461.910767,5086964.0,0.55011491561174,0.42218219271502166
2020-02-19,1479.349976,1506.449951,1475.099976,1503.800049,1498.174683,6438918.0,0.695966971561545,0.19741863909395607
2020-02-20,1497.0,1508.0,1483.800049,1485.949951,1480.391357,7722577.0,0.14003485249325165,0.27676226961443784
2020-02-24,1469.75,1477.0,1439.550049,1444.949951,1439.544678,9769743.0,0.8082203090987019,0.11002556463916646
2020-02-25,1451.400024,1451.400024,1410.0,1416.400024,1411.101563,12684109.0,0.9479170216725507,0.5524060053353946
2020-02-26,1410.0,1412.349976,1387.349976,1392.0,1386.792847,13423661.0,0.7232201745611045,0.690771870332257
2020-02-27,1388.0,1393.800049,1369.0,1386.25,1381.064331,11454300.0,0.02242477255510089,0.3392895917759916
2020-02-28,1354.900024,1357.0,1325.0,1328.650024,1323.67981,17973847.0,0.10263009100504206,0.7372423592956581
2020-03-02,1355.099976,1369.0,1301.099976,1316.150024,1311.226563,13486634.0,0.8723952230282163,0.5078972652382238
2020-03-03,1329.699951,1353.900024,1322.0,1342.849976,1337.82666,12525809.0,0.008358684114097126,0.8683159648336892
2020-03-04,1352.0,1353.800049,1307.900024,1339.699951,1334.688477,10105782.0,0.9788244519704147,0.7338780110786146
2020-03-05,1352.199951,1357.949951,1306.0,1311.150024,1306.245239,13948324.0,0.9797341018757729,0.48646605234872053
2020-03-06,1270.0,1288.150024,1241.099976,1271.0,1266.245483,15422068.0,0.8851456004993865,0.4086082860504535
2020-03-09,1240.050049,1241.0,1095.0,1114.150024,1109.982178,40316138.0,0.2994904574248066,0.00043877446572104795
2020-03-11,1108.0,1178.449951,1108.0,1153.550049,1149.234863,27237321.0,0.97935425019395,0.05397290584866099
2020-03-12,1085.0,1101.0,1048.699951,1063.0,1059.02356,25587823.0,0.5722081781964057,0.5501812761090541
2020-03-13,998.0,1140.0,942.400024,1105.300049,1101.165405,33509107.0,0.13075032812798193,0.8288326276671301
2020-03-16,1060.550049,1079.699951,1005.0,1015.700012,1011.900513,17592794.0,0.8448523886048357,0.6137671687801312
2020-03-17,1047.25,1060.0,1003.200012,1008.0,1004.229309,20776373.0,0.6555107119022645,0.3215368607394927
2020-03-18,1025.300049,1035.900024,961.0,968.5,964.877075,20449241.0,0.1071216301239375,0.5603870541926658
2020-03-19,920.099976,967.0,892.200012,917.700012,914.26709,28071848.0,0.8544765259818182,0.26171009146534807
2020-03-20,939.5,1034.900024,930.0,1017.950012,1014.14209,28966278.0,0.22937111822449163,0.08834387301788627
2020-03-23,916.200012,950.0,875.650024,884.049988,880.74292,18593390.0,0.18022659140101993,0.6696027090579437
2020-03-24,930.0,970.0,895.799988,943.400024,939.870972,20908452.0,0.4948651731560417,0.24600262656417282
2020-03-25,963.799988,1151.550049,963.25,1082.25,1078.201538,33432712.0,0.515565226806652,0.8940750813674921
2020-03-26,1095.800049,1116.900024,1042.349976,1066.199951,1062.211548,20912841.0,0.0598803396219606,0.7562563952968511
2020-03-27,1095.0,1107.300049,1046.199951,1065.599976,1061.61377,19044609.0,0.4111802378426407,0.07565436246911084
2020-03-30,1040.599976,1074.800049,1020.0,1030.449951,1026.595215,13820078.0,0.41002584226531824,0.9937412376666593
2020-03-31,1073.949951,1129.800049,1048.0,1113.75,1109.58374,20249183.0,0.3014790904467488,0.8762570090513992
2020-04-01,1122.25,1124.599976,1045.199951,1080.449951,1076.408203,19016959.0,0.6795958109135223,0.49506441783612465
2020-04-03,1134.449951,1134.449951,1056.300049,1077.449951,1073.419434,18911970.0,0.9380977421001667,0.1702390989148258
2020-04-07,1102.099976,1214.0,1100.0,1206.099976,1201.588257,24857792.0,0.8490064396946662,0.9363427048363756
2020-04-08,1180.0,1229.0,1160.0,1192.150024,1187.69043,22803609.0,0.6534554372075057,0.54798277987836
2020-04-09,1214.0,1232.800049,1193.0,1219.949951,1215.386353,15101511.0,0.5745459352665672,0.15910377843199652
2020-04-13,1203.949951,1215.0,1180.0,1189.150024,1184.70166,10822858.0,0.3166073290178767,0.14378346315700663
2020-04-15,1197.050049,1236.0,1143.0,1149.849976,1145.548584,16147958.0,0.18681551600936108,0.9903407957494845
2020-04-16,1149.849976,1187.449951,1145.0,1168.050049,1163.680664,17123489.0,0.14808635728368935,0.6632774485682297
2020-04-17,1216.0,1230.0,1192.650024,1224.0,1219.421265,15209621.0,0.7267004174955244,0.18524306382912326
2020-04-20,1226.0,1257.0,1202.0,1243.800049,1239.147217,16472130.0,0.45014889432886107,0.65440246088404
2020-04-21,1210.0,1252.0,1164.0,1237.349976,1232.721313,28057044.0,0.07947220674946864,0.25464421446493346
2020-04-22,1320.0,1384.900024,1300.0,1363.599976,1358.499023,65230035.0,0.8016911703461553,0.35549557397643294
2020-04-23,1367.349976,1385.849976,1353.300049,1370.900024,1365.771729,29928168.0,0.5839131713154005,0.16776669830931246
2020-04-24,1350.150024,1494.949951,1347.199951,1417.0,1411.699341,61711199.0,0.6093987814523573,0.16154802361195608
2020-04-27,1434.0,1475.0,1423.0,1429.75,1424.401611,26736415.0,0.26477688061512616,0.4736754427536395
2020-04-28,1450.0,1455.449951,1392.150024,1428.150024,1422.807617,35866256.0,0.49638185355386977,0.3148347877150758
2020-04-29,1444.900024,1453.650024,1420.0,1426.949951,1421.612061,17141303.0,0.7167870995738329,0.9431685459457831
2020-04-30,1440.300049,1480.910034,1424.550049,1452.22998,1446.797485,32926121.0,0.4851676277103142,0.8636574497667437
2020-05-04,1426.47998,1451.23999,1404.140015,1421.719971,1416.401611,24670336.0,0.6513098882034675,0.8125568869992913
2020-05-05,1440.050049,1465.109985,1433.609985,1446.930054,1441.517456,20723079.0,0.13674209091893552,0.6856895879798893
2020-05-06,1450.25,1471.01001,1431.930054,1447.030029,1441.616943,18685710.0,0.6460468825637697,0.6191173415160454
2020-05-07,1441.339966,1499.439941,1431.430054,1492.800049,1487.21582,23087436.0,0.309537280793887,0.6650007333971454
2020-05-08,1530.48999,1565.060059,1522.670044,1547.130005,1541.342529,38887255.0,0.9833611102526811,0.2534060205749299
2020-05-11,1565.160034,1599.839966,1557.540039,1561.98999,1556.146973,30959745.0,0.4094657540345965,0.7625566683137174
2020-05-12,1550.109985,1553.619995,1451.23999,1465.359985,1459.878418,46465281.0,0.5434237742771796,0.9351350435589496
2020-05-13,1527.0,1527.0,1454.0,1496.449951,1490.852051,30657492.0,0.527641130325985,0.2661018003187491
2020-05-14,1469.0,1496.699951,1430.050049,1435.949951,1430.578369,22736607.0,0.2211207640701346,0.2507460423124057
2020-05-15,1444.0,1466.699951,1415.099976,1459.400024,1453.940674,28683258.0,0.9110321679828824,0.5536280812163197
2020-05-18,1470.0,1482.0,1428.0,1440.75,1435.360474,28980385.0,0.6376498793956659,0.1868594475162476
2020-05-19,1457.0,1461.699951,1403.25,1408.900024,1403.629639,19528760.0,0.5433400855860712,0.8696950173478967
2020-05-20,1410.0,1446.849976,1393.0,1433.699951,1428.336792,25530626.0,0.2460808771324151,0.13750487365491015
2020-05-21,1435.0,1461.449951,1425.0,1441.25,1435.858643,18076017.0,0.8746977398116501,0.5659655947543958
2020-05-22,1451.800049,1458.0,1426.5,1431.550049,1426.194946,17458065.0,0.23910446934226937,0.9664676831675834
2020-05-26,1448.150024,1449.699951,1416.300049,1424.050049,1418.723022,15329472.0,0.4547098622938035,0.973390002887386
2020-05-27,1431.0,1454.0,1412.0,1445.550049,1440.142578,16460756.0,0.7598792341535443,0.3286926262134642
2020-05-28,1455.0,1479.75,1449.0,1472.25,1466.742676,18518271.0,0.2075023950949082,0.190703929395467
2020-05-29,1468.0,1472.0,1452.650024,1464.400024,1458.921997,18470390.0,0.10984607850261963,0.03171836814389162
2020-06-01,1480.0,1538.349976,1475.949951,1520.349976,1514.66272,18434012.0,0.9477204692301,0.9243524132277894
2020-06-02,1526.0,1540.0,1520.800049,1535.699951,1529.9552,10224049.0,0.5967399355073284,0.45014247345260106
2020-06-03,1545.0,1560.0,1533.349976,1541.650024,1535.883057,11713461.0,0.12010151592380247,0.6182787391478519
2020-06-04,1544.0,1589.5,1541.0,1579.800049,1573.890381,15784379.0,0.9455136558652023,0.8493485994625415
2020-06-05,1595.0,1618.0,1573.699951,1581.699951,1575.783203,15264885.0,0.7062588189151127,0.7022537536944662
2020-06-08,1618.400024,1618.400024,1565.0,1569.5,1563.628784,14497996.0,0.05748626320501571,0.43925282926416154
2020-06-09,1560.300049,1583.0,1533.0,1537.150024,1531.399902,11933076.0,0.27398042248106624,0.9910133085784916
2020-06-10,1543.099976,1579.550049,1540.050049,1572.150024,1566.268921,10214213.0,0.09261042416931797,0.6721626810936459
2020-06-11,1566.0,1567.949951,1531.0,1537.699951,1531.947754,9408046.0,0.4277351266136692,0.9706465150926393
2020-06-12,1500.0,1593.0,1497.0,1588.800049,1582.856689,17790311.0,0.08027692241359452,0.555451866263994
2020-06-15,1565.0,1626.949951,1561.099976,1614.550049,1608.510376,24509058.0,0.5473504077829409,0.9991953970607035
2020-06-16,1643.0,1648.550049,1585.300049,1617.699951,1611.648438,23622794.0,0.7360952736467339,0.17751051213869506
2020-06-17,1608.25,1635.449951,1602.099976,1615.349976,1609.307251,19282411.0,0.5485435865132902,0.6858940959340407
2020-06-18,1607.0,1665.0,1605.599976,1655.900024,1649.705688,18677617.0,0.7488467187802751,0.8290418638045137
2020-06-19,1670.0,1788.800049,1662.0,1759.400024,1752.818481,48828609.0,0.45703543005237646,0.909557897776564
2020-06-22,1773.400024,1804.199951,1735.0,1746.150024,1739.618042,27781693.0,0.18486685401243952,0.5380313666855047
2020-06-23,1750.0,1763.75,1716.099976,1720.900024,1714.462524,17519493.0,0.14637855810883593,0.31700979215483416
2020-06-24,1735.900024,1772.699951,1711.699951,1727.849976,1721.386475,23807033.0,0.7586241287380935,0.6682806185767249
2020-06-25,1727.0,1749.0,1713.050049,1717.900024,1711.473755,18312025.0,0.9263009471325009,0.07019502788635046
2020-06-26,1728.800049,1752.0,1717.0,1741.650024,1735.134888,14270458.0,0.3087818373762704,0.44994025288187345
2020-06-29,1728.050049,1739.75,1715.550049,1723.150024,1716.704102,11824524.0,0.5616737216577539,0.21629725922131726
2020-06-30,1737.0,1741.0,1695.550049,1704.099976,1697.725342,13972563.0,0.13801219834351253,0.8761438359868107
2020-07-01,1720.0,1749.0,1708.050049,1737.599976,1731.099976,13136179.0,0.12274943947716,0.3936094187978688
2020-07-02,1743.0,1767.599976,1735.050049,1760.349976,1760.349976,13286365.0,0.7847796668344682,0.0019510778796372197
2020-07-03,1779.800049,1793.0,1768.0,1787.900024,1787.900024,13583909.0,0.595003532299282,0.301490141810551
2020-07-06,1805.0,1858.0,1792.099976,1851.800049,1851.800049,21697962.0,0.7360247504765898,0.6921796594425368
2020-07-07,1860.0,1864.349976,1806.300049,1823.449951,1823.449951,16239990.0,0.27042428605701874,0.3650862171646082
2020-07-08,1824.050049,1834.949951,1790.0,1798.0,1798.0,12093186.0,0.6130521369493516,0.5277249010203414
2020-07-09,1809.0,1835.0,1786.25,1824.25,1824.25,16807336.0,0.11747233379081756,0.06645252280675629
2020-07-10,1828.5,1884.599976,1824.25,1878.050049,1878.050049,20195218.0,0.5676641798922027,0.42725208240663115
2020-07-13,1903.349976,1947.699951,1900.0,1935.0,1935.0,32124262.0,0.8675951240473603,0.9899150166102004
2020-07-14,1934.0,1941.699951,1887.300049,1917.0,1917.0,31073305.0,0.11848769274368942,0.35665908648558287
2020-07-15,1937.949951,1978.800049,1798.0,1844.0,1844.0,64457578.0,0.7936748392595011,0.16594109694448966
2020-07-16,1847.0,1869.0,1812.449951,1843.400024,1843.400024,28133826.0,0.5535332300601378,0.282164606553979
2020-07-17,1845.0,1920.0,1838.0,1911.699951,1911.699951,22948894.0,0.8688873248853808,0.5587136141713872
2020-07-20,1917.800049,1932.0,1899.650024,1919.900024,1919.900024,16887635.0,0.7378545187580524,0.9194829007571407
2020-07-21,1939.0,1977.0,1936.5,1971.550049,1971.550049,19463004.0,0.04844941839756134,0.4085429807573814
2020-07-22,1983.0,2010.0,1960.699951,2004.0,2004.0,27584518.0,0.567795958826802,0.7727834573601463
2020-07-23,2003.949951,2079.699951,1991.349976,2057.800049,2057.800049,26921017.0,0.6158935968072387,0.01895392098341342
2020-07-24,2058.0,2163.0,2057.800049,2146.149902,2146.149902,55655668.0,0.6718215752854386,0.4769351143412882
2020-07-27,2178.800049,2198.800049,2127.899902,2156.199951,2156.199951,37060665.0,0.7419243899384199,0.9494555676140288
2020-07-28,2156.199951,2194.0,2150.649902,2177.699951,2177.699951,25435297.0,0.5104084640188908,0.5805403671220332
2020-07-29,2177.899902,2182.800049,2070.449951,2096.649902,2096.649902,33534147.0,0.5142005138140313,0.2909808204442762
2020-07-30,2099.0,2139.699951,2072.0,2108.850098,2108.850098,33623699.0,0.19596625731284645,0.4544363323565843
2020-07-31,2114.5,2129.0,2052.800049,2067.100098,2067.100098,34593133.0,0.09641262213803092,0.860939594326686
2020-08-03,2051.300049,2057.0,2003.099976,2009.0,2009.0,21559142.0,0.5268330221338314,0.3079017000129721
2020-08-04,2020.599976,2167.0,2000.25,2150.600098,2150.600098,42476932.0,0.7199191243401006,0.44853074421277694
2020-08-05,2169.0,2196.0,2118.300049,2126.449951,2126.449951,34404810.0,0.9982391389912175,0.9798584900826199
2020-08-06,2157.0,2167.699951,2107.800049,2134.100098,2134.100098,22762545.0,0.3219117361288757,0.1232492616201788
2020-08-07,2129.800049,2157.800049,2120.199951,2146.449951,2146.449951,15222303.0,0.34447793082769107,0.8652485159829519
2020-08-10,2159.100098,2165.0,2108.100098,2119.850098,2119.850098,12441573.0,0.9531834315589687,0.4865215002837038
2020-08-11,2134.800049,2160.0,2100.350098,2133.800049,2133.800049,21611256.0,0.6502593600763671,0.8004383928936486
2020-08-12,2121.0,2145.0,2106.800049,2127.600098,2127.600098,13967116.0,0.7029619056774823,0.5788063830061143
2020-08-13,2128.0,2138.899902,2110.0,2122.050049,2122.050049,11459190.0,0.44865137760492135,0.6472452231772777
2020-08-14,2122.550049,2157.0,2089.25,2113.800049,2113.800049,15333164.0,0.9975276996239809,0.8349307464226287
2020-08-17,2105.0,2105.0,2070.100098,2091.350098,2091.350098,14296834.0,0.38628537918324457,0.017837529370547056
2020-08-18,2085.0,2134.300049,2082.350098,2118.550049,2118.550049,14097746.0,0.7442276178440526,0.7211640619334014
2020-08-19,2141.0,2154.0,2121.350098,2131.550049,2131.550049,15731396.0,0.7324388097468892,0.5887167638436538
2020-08-20,2120.0,2123.899902,2088.0,2097.050049,2097.050049,10401212.0,0.17383716732717225,0.7664746318700885
2020-08-21,2118.0,2122.0,2077.0,2081.850098,2081.850098,11667129.0,0.7140455296595264,0.25405424917262276
2020-08-24,2091.399902,2104.5,2070.5,2095.75,2095.75,15098991.0,0.03495164647194149,0.3677667547090375
2020-08-25,2106.0,2111.300049,2078.0,2082.100098,2082.100098,8947563.0,0.31106157622625774,0.14600563162647384
2020-08-26,2085.0,2147.949951,2047.0,2137.300049,2137.300049,27630190.0,0.5600153560636285,0.16661827631727877
2020-08-27,2148.0,2150.0,2103.25,2110.600098,2110.600098,12961252.0,0.8536494301826253,0.5585129378827056
2020-08-28,2120.0,2132.899902,2106.25,2116.149902,2116.149902,12537520.0,0.6436366118482558,0.013433874043827898
2020-08-31,2174.0,2174.0,2060.350098,2080.699951,2080.699951,28648125.0,0.7911707534342504,0.573406660029308
2020-09-01,2100.0,2122.399902,2062.399902,2087.25,2087.25,17821397.0,0.5164615369534847,0.4980071029685256
2020-09-02,2092.0,2138.0,2085.0,2128.199951,2128.199951,12437162.0,0.07695288621517393,0.9573563443411456
2020-09-03,2128.0,2138.75,2103.0,2112.100098,2112.100098,8577634.0,0.1767466788293699,0.8865822311396918
2020-09-04,2083.550049,2096.949951,2072.199951,2077.25,2077.25,13141644.0,0.07173344318490127,0.07667410493055049
2020-09-07,2084.0,2105.75,2044.25,2082.649902,2082.649902,10119064.0,0.7775152751299568,0.9070688965728712
2020-09-08,2092.0,2121.0,2080.5,2107.100098,2107.100098,12643749.0,0.8961668514422443,0.32100900130479104
2020-09-09,2085.0,2167.800049,2081.449951,2161.350098,2161.350098,25525961.0,0.9962005291891831,0.41521714410467825
2020-09-10,2183.100098,2344.949951,2175.350098,2314.0,2314.0,64750460.0,0.7655658122526543,0.9498299046095924
2020-09-11,2312.0,2337.850098,2287.100098,2319.75,2319.75,27445768.0,0.23274475293875097,0.31966642504344145
2020-09-14,2325.0,2360.0,2282.0,2302.550049,2302.550049,20335273.0,0.19588116919885856,0.29989983724005387
2020-09-15,2311.949951,2325.75,2288.149902,2318.850098,2318.850098,12542824.0,0.05532695951278044,0.9050527277846067
2020-09-16,2320.0,2369.350098,2310.550049,2324.550049,2324.550049,15668979.0,0.5768563554793344,0.011715664562255923
2020-09-17,2320.0,2333.699951,2291.850098,2298.75,2298.75,11919927.0,0.4256126086539359,0.4627728513023509
2020-09-18,2314.25,2319.449951,2276.550049,2305.699951,2305.699951,15264068.0,0.26787682055556594,0.31418083882428627
2020-09-21,2300.0,2336.0,2247.350098,2255.850098,2255.850098,15519031.0,0.17295437294126081,0.15271462529189583
2020-09-22,2277.0,2277.0,2201.550049,2211.149902,2211.149902,16056620.0,0.8395888598677254,0.03824422468453592
2020-09-23,2260.0,2276.75,2205.300049,2230.800049,2230.800049,19839282.0,0.9894178367611589,0.07744143323883801
2020-09-24,2207.899902,2226.0,2176.050049,2181.199951,2181.199951,13764841.0,0.7058003268018036,0.3312910471334054
2020-09-25,2189.0,2212.800049,2167.300049,2201.699951,2201.699951,13095028.0,0.7869308027078566,0.857637821176053
2020-09-28,2227.0,2238.0,2207.050049,2216.25,2216.25,9076248.0,0.3866750392140901,0.2925509502921655
2020-09-29,2225.0,2264.0,2216.25,2245.050049,2245.050049,11926328.0,0.18638291214267144,0.19294984729705222
2020-09-30,2260.0,2267.0,2225.0,2234.350098,2234.350098,11290667.0,0.6797711323161111,0.3908860283399427
2020-10-01,2263.800049,2263.800049,2214.0,2225.25,2225.25,9591456.0,0.9746558076608248,0.3567280758546084
2020-10-05,2244.0,2249.149902,2206.0,2212.199951,2212.199951,8732869.0,0.4557178466070827,0.8974439853549334
2020-10-06,2225.25,2233.899902,2201.649902,2210.350098,2210.350098,8497216.0,0.8810287521418808,0.5762918145043269
2020-10-07,2235.0,2309.0,2220.0,2257.5,2257.5,24538346.0,0.3469895859155211,0.3495242376985168
2020-10-08,2259.0,2268.0,2222.100098,2239.25,2239.25,9727405.0,0.27884748557786543,0.11864171415590008
2020-10-09,2235.0,2253.0,2217.100098,2233.449951,2233.449951,8558745.0,0.874292428518781,0.5213881288726357
2020-10-12,2235.0,2255.75,2226.25,2237.050049,2237.050049,6565515.0,0.9831133927463354,0.03510699618538027
2020-10-13,2230.600098,2285.75,2225.850098,2280.699951,2280.699951,10666190.0,0.4430554806563072,0.6794145543767978
2020-10-14,2278.899902,2304.0,2268.5,2287.5,2287.5,12341434.0,0.004917115797185567,0.0817564126122895
2020-10-15,2290.0,2290.0,2195.0,2206.5,2206.5,9246702.0,0.947475512808167,0.9770758526484964
